time	V(vo)
2.088740683832348e-004	9.763326e-001
2.098980683832231e-004	9.767795e-001
2.109220683832115e-004	9.772179e-001
2.119460683831999e-004	9.776480e-001
2.129700683831882e-004	9.780700e-001
2.139940683831766e-004	9.784841e-001
2.150180683831650e-004	9.788903e-001
2.160420683831533e-004	9.792889e-001
2.170660683831417e-004	9.796799e-001
2.180900683831301e-004	9.800636e-001
2.191140683831184e-004	9.804400e-001
2.201380683831068e-004	9.808093e-001
2.211620683830952e-004	9.811716e-001
2.221860683830835e-004	9.815271e-001
2.232100683830719e-004	9.818759e-001
2.242340683830603e-004	9.822181e-001
2.252580683830486e-004	9.825538e-001
2.262820683830370e-004	9.828832e-001
2.273060683830254e-004	9.832064e-001
2.283300683830138e-004	9.835234e-001
2.293540683830021e-004	9.838345e-001
2.303780683829905e-004	9.841397e-001
2.314020683829789e-004	9.844392e-001
2.324260683829672e-004	9.847330e-001
2.334500683829556e-004	9.850212e-001
2.344740683829440e-004	9.853041e-001
2.354980683829323e-004	9.855815e-001
2.365220683829207e-004	9.858537e-001
2.375460683829091e-004	9.861208e-001
2.385700683828974e-004	9.863829e-001
2.395940683828858e-004	9.866400e-001
2.406180683828742e-004	9.868922e-001
2.416420683828625e-004	9.871397e-001
2.426660683828509e-004	9.873825e-001
2.436900683828393e-004	9.876207e-001
2.447140683828432e-004	9.878545e-001
2.457380683828593e-004	9.880838e-001
2.467620683828754e-004	9.883088e-001
2.477860683828915e-004	9.885295e-001
2.488100683829077e-004	9.887460e-001
2.498340683829238e-004	9.889585e-001
2.508580683829399e-004	9.891670e-001
2.518820683829560e-004	9.893715e-001
2.529060683829721e-004	9.895722e-001
2.539300683829883e-004	9.897691e-001
2.549540683830044e-004	9.899623e-001
2.559780683830205e-004	9.901518e-001
2.570020683830366e-004	9.903377e-001
2.580260683830528e-004	9.905202e-001
2.590500683830689e-004	9.906991e-001
2.600740683830850e-004	9.908748e-001
2.610980683831011e-004	9.910470e-001
2.621220683831173e-004	9.912161e-001
2.631460683831334e-004	9.913819e-001
2.641700683831495e-004	9.915446e-001
2.651940683831656e-004	9.917043e-001
2.662180683831817e-004	9.918609e-001
2.672420683831979e-004	9.920146e-001
2.682660683832140e-004	9.921653e-001
2.692900683832301e-004	9.923133e-001
2.703140683832462e-004	9.924584e-001
2.713380683832624e-004	9.926008e-001
2.723620683832785e-004	9.927405e-001
2.733860683832946e-004	9.928775e-001
2.744100683833107e-004	9.930120e-001
2.754340683833269e-004	9.931440e-001
2.764580683833430e-004	9.932734e-001
2.774820683833591e-004	9.934004e-001
2.785060683833752e-004	9.935250e-001
2.795300683833914e-004	9.936473e-001
2.805540683834075e-004	9.937672e-001
2.815780683834236e-004	9.938849e-001
2.826020683834397e-004	9.940003e-001
2.836260683834558e-004	9.941136e-001
2.846500683834720e-004	9.942247e-001
2.856740683834881e-004	9.943338e-001
2.866980683835042e-004	9.944408e-001
2.877220683835203e-004	9.945458e-001
2.887460683835365e-004	9.946487e-001
2.897700683835526e-004	9.947497e-001
2.907940683835687e-004	9.948488e-001
2.918180683835848e-004	9.949461e-001
2.928420683836010e-004	9.950415e-001
2.938660683836171e-004	9.951352e-001
2.948900683836332e-004	9.952270e-001
2.959140683836493e-004	9.953172e-001
2.969380683836654e-004	9.954056e-001
2.979620683836816e-004	9.954923e-001
2.989860683836977e-004	9.955774e-001
2.999990683837136e-004	9.956600e-001
3.000000000000000e-004	9.956601e-001
