Freq.	V(vout)
1.46217717445671e+002	(-2.00001097282475e+001dB,1.79989686414938e+002°)
1.46554784095590e+002	(-2.00001097282925e+001dB,1.79989662639669e+002°)
1.46892627764385e+002	(-2.00001097283377e+001dB,1.79989638809592e+002°)
1.47231250243271e+002	(-2.00001097283832e+001dB,1.79989614924582e+002°)
1.47570653327588e+002	(-2.00001097284288e+001dB,1.79989590984510e+002°)
1.47910838816819e+002	(-2.00001097284746e+001dB,1.79989566989251e+002°)
1.48251808514594e+002	(-2.00001097285207e+001dB,1.79989542938677e+002°)
1.48593564228699e+002	(-2.00001097285670e+001dB,1.79989518832661e+002°)
1.48936107771090e+002	(-2.00001097286135e+001dB,1.79989494671075e+002°)
1.49279440957898e+002	(-2.00001097286602e+001dB,1.79989470453790e+002°)
1.49623565609442e+002	(-2.00001097287071e+001dB,1.79989446180679e+002°)
1.49968483550236e+002	(-2.00001097287542e+001dB,1.79989421851613e+002°)
1.50314196609001e+002	(-2.00001097288016e+001dB,1.79989397466462e+002°)
1.50660706618673e+002	(-2.00001097288492e+001dB,1.79989373025098e+002°)
1.51008015416413e+002	(-2.00001097288969e+001dB,1.79989348527391e+002°)
1.51356124843619e+002	(-2.00001097289449e+001dB,1.79989323973210e+002°)
1.51705036745932e+002	(-2.00001097289932e+001dB,1.79989299362427e+002°)
1.52054752973248e+002	(-2.00001097290416e+001dB,1.79989274694909e+002°)
1.52405275379728e+002	(-2.00001097290903e+001dB,1.79989249970527e+002°)
1.52756605823806e+002	(-2.00001097291392e+001dB,1.79989225189150e+002°)
1.53108746168202e+002	(-2.00001097291883e+001dB,1.79989200350645e+002°)
1.53461698279928e+002	(-2.00001097292377e+001dB,1.79989175454882e+002°)
1.53815464030302e+002	(-2.00001097292873e+001dB,1.79989150501728e+002°)
1.54170045294954e+002	(-2.00001097293371e+001dB,1.79989125491052e+002°)
1.54525443953840e+002	(-2.00001097293871e+001dB,1.79989100422719e+002°)
1.54881661891247e+002	(-2.00001097294374e+001dB,1.79989075296599e+002°)
1.55238700995807e+002	(-2.00001097294879e+001dB,1.79989050112556e+002°)
1.55596563160506e+002	(-2.00001097295387e+001dB,1.79989024870458e+002°)
1.55955250282694e+002	(-2.00001097295896e+001dB,1.79988999570172e+002°)
1.56314764264094e+002	(-2.00001097296408e+001dB,1.79988974211562e+002°)
1.56675107010813e+002	(-2.00001097296923e+001dB,1.79988948794494e+002°)
1.57036280433354e+002	(-2.00001097297440e+001dB,1.79988923318834e+002°)
1.57398286446620e+002	(-2.00001097297959e+001dB,1.79988897784447e+002°)
1.57761126969933e+002	(-2.00001097298480e+001dB,1.79988872191196e+002°)
1.58124803927037e+002	(-2.00001097299004e+001dB,1.79988846538948e+002°)
1.58489319246110e+002	(-2.00001097299531e+001dB,1.79988820827564e+002°)
1.58854674859776e+002	(-2.00001097300060e+001dB,1.79988795056910e+002°)
1.59220872705115e+002	(-2.00001097300591e+001dB,1.79988769226848e+002°)
1.59587914723672e+002	(-2.00001097301125e+001dB,1.79988743337242e+002°)
1.59955802861465e+002	(-2.00001097301661e+001dB,1.79988717387954e+002°)
1.60324539069002e+002	(-2.00001097302200e+001dB,1.79988691378847e+002°)
1.60694125301286e+002	(-2.00001097302741e+001dB,1.79988665309783e+002°)
1.61064563517825e+002	(-2.00001097303285e+001dB,1.79988639180623e+002°)
1.61435855682647e+002	(-2.00001097303831e+001dB,1.79988612991229e+002°)
1.61808003764305e+002	(-2.00001097304379e+001dB,1.79988586741463e+002°)
1.62181009735891e+002	(-2.00001097304931e+001dB,1.79988560431185e+002°)
1.62554875575047e+002	(-2.00001097305484e+001dB,1.79988534060255e+002°)
1.62929603263970e+002	(-2.00001097306041e+001dB,1.79988507628534e+002°)
1.63305194789432e+002	(-2.00001097306600e+001dB,1.79988481135881e+002°)
1.63681652142779e+002	(-2.00001097307161e+001dB,1.79988454582157e+002°)
1.64058977319952e+002	(-2.00001097307725e+001dB,1.79988427967219e+002°)
1.64437172321491e+002	(-2.00001097308292e+001dB,1.79988401290929e+002°)
1.64816239152549e+002	(-2.00001097308861e+001dB,1.79988374553143e+002°)
1.65196179822900e+002	(-2.00001097309433e+001dB,1.79988347753719e+002°)
1.65576996346951e+002	(-2.00001097310008e+001dB,1.79988320892517e+002°)
1.65958690743754e+002	(-2.00001097310585e+001dB,1.79988293969394e+002°)
1.66341265037015e+002	(-2.00001097311165e+001dB,1.79988266984206e+002°)
1.66724721255104e+002	(-2.00001097311747e+001dB,1.79988239936811e+002°)
1.67109061431069e+002	(-2.00001097312333e+001dB,1.79988212827065e+002°)
1.67494287602642e+002	(-2.00001097312921e+001dB,1.79988185654825e+002°)
1.67880401812254e+002	(-2.00001097313511e+001dB,1.79988158419947e+002°)
1.68267406107045e+002	(-2.00001097314105e+001dB,1.79988131122285e+002°)
1.68655302538872e+002	(-2.00001097314701e+001dB,1.79988103761696e+002°)
1.69044093164324e+002	(-2.00001097315300e+001dB,1.79988076338034e+002°)
1.69433780044731e+002	(-2.00001097315901e+001dB,1.79988048851154e+002°)
1.69824365246172e+002	(-2.00001097316506e+001dB,1.79988021300911e+002°)
1.70215850839493e+002	(-2.00001097317113e+001dB,1.79987993687157e+002°)
1.70608238900310e+002	(-2.00001097317723e+001dB,1.79987966009747e+002°)
1.71001531509027e+002	(-2.00001097318336e+001dB,1.79987938268534e+002°)
1.71395730750840e+002	(-2.00001097318951e+001dB,1.79987910463371e+002°)
1.71790838715757e+002	(-2.00001097319570e+001dB,1.79987882594111e+002°)
1.72186857498599e+002	(-2.00001097320191e+001dB,1.79987854660605e+002°)
1.72583789199018e+002	(-2.00001097320816e+001dB,1.79987826662706e+002°)
1.72981635921508e+002	(-2.00001097321443e+001dB,1.79987798600265e+002°)
1.73380399775412e+002	(-2.00001097322073e+001dB,1.79987770473133e+002°)
1.73780082874935e+002	(-2.00001097322705e+001dB,1.79987742281162e+002°)
1.74180687339159e+002	(-2.00001097323341e+001dB,1.79987714024202e+002°)
1.74582215292048e+002	(-2.00001097323980e+001dB,1.79987685702102e+002°)
1.74984668862463e+002	(-2.00001097324622e+001dB,1.79987657314713e+002°)
1.75388050184174e+002	(-2.00001097325267e+001dB,1.79987628861885e+002°)
1.75792361395867e+002	(-2.00001097325914e+001dB,1.79987600343466e+002°)
1.76197604641161e+002	(-2.00001097326565e+001dB,1.79987571759305e+002°)
1.76603782068614e+002	(-2.00001097327218e+001dB,1.79987543109251e+002°)
1.77010895831740e+002	(-2.00001097327875e+001dB,1.79987514393152e+002°)
1.77418948089014e+002	(-2.00001097328535e+001dB,1.79987485610855e+002°)
1.77827941003890e+002	(-2.00001097329198e+001dB,1.79987456762209e+002°)
1.78237876744807e+002	(-2.00001097329863e+001dB,1.79987427847059e+002°)
1.78648757485203e+002	(-2.00001097330532e+001dB,1.79987398865253e+002°)
1.79060585403527e+002	(-2.00001097331204e+001dB,1.79987369816637e+002°)
1.79473362683250e+002	(-2.00001097331879e+001dB,1.79987340701057e+002°)
1.79887091512876e+002	(-2.00001097332557e+001dB,1.79987311518359e+002°)
1.80301774085954e+002	(-2.00001097333239e+001dB,1.79987282268387e+002°)
1.80717412601090e+002	(-2.00001097333923e+001dB,1.79987252950988e+002°)
1.81134009261958e+002	(-2.00001097334611e+001dB,1.79987223566005e+002°)
1.81551566277311e+002	(-2.00001097335302e+001dB,1.79987194113282e+002°)
1.81970085860996e+002	(-2.00001097335996e+001dB,1.79987164592664e+002°)
1.82389570231961e+002	(-2.00001097336693e+001dB,1.79987135003994e+002°)
1.82810021614272e+002	(-2.00001097337393e+001dB,1.79987105347115e+002°)
1.83231442237119e+002	(-2.00001097338097e+001dB,1.79987075621870e+002°)
1.83653834334832e+002	(-2.00001097338804e+001dB,1.79987045828101e+002°)
1.84077200146893e+002	(-2.00001097339514e+001dB,1.79987015965650e+002°)
1.84501541917945e+002	(-2.00001097340227e+001dB,1.79986986034359e+002°)
1.84926861897805e+002	(-2.00001097340944e+001dB,1.79986956034070e+002°)
1.85353162341478e+002	(-2.00001097341664e+001dB,1.79986925964623e+002°)
1.85780445509167e+002	(-2.00001097342387e+001dB,1.79986895825858e+002°)
1.86208713666284e+002	(-2.00001097343114e+001dB,1.79986865617617e+002°)
1.86637969083464e+002	(-2.00001097343844e+001dB,1.79986835339738e+002°)
1.87068214036577e+002	(-2.00001097344577e+001dB,1.79986804992061e+002°)
1.87499450806739e+002	(-2.00001097345314e+001dB,1.79986774574426e+002°)
1.87931681680324e+002	(-2.00001097346054e+001dB,1.79986744086671e+002°)
1.88364908948977e+002	(-2.00001097346798e+001dB,1.79986713528635e+002°)
1.88799134909627e+002	(-2.00001097347545e+001dB,1.79986682900154e+002°)
1.89234361864495e+002	(-2.00001097348295e+001dB,1.79986652201068e+002°)
1.89670592121112e+002	(-2.00001097349049e+001dB,1.79986621431214e+002°)
1.90107827992327e+002	(-2.00001097349807e+001dB,1.79986590590427e+002°)
1.90546071796322e+002	(-2.00001097350568e+001dB,1.79986559678545e+002°)
1.90985325856621e+002	(-2.00001097351332e+001dB,1.79986528695404e+002°)
1.91425592502106e+002	(-2.00001097352100e+001dB,1.79986497640839e+002°)
1.91866874067026e+002	(-2.00001097352872e+001dB,1.79986466514686e+002°)
1.92309172891013e+002	(-2.00001097353647e+001dB,1.79986435316780e+002°)
1.92752491319091e+002	(-2.00001097354425e+001dB,1.79986404046956e+002°)
1.93196831701689e+002	(-2.00001097355208e+001dB,1.79986372705046e+002°)
1.93642196394658e+002	(-2.00001097355993e+001dB,1.79986341290887e+002°)
1.94088587759275e+002	(-2.00001097356783e+001dB,1.79986309804310e+002°)
1.94536008162263e+002	(-2.00001097357576e+001dB,1.79986278245149e+002°)
1.94984459975802e+002	(-2.00001097358373e+001dB,1.79986246613237e+002°)
1.95433945577536e+002	(-2.00001097359173e+001dB,1.79986214908406e+002°)
1.95884467350596e+002	(-2.00001097359977e+001dB,1.79986183130487e+002°)
1.96336027683602e+002	(-2.00001097360785e+001dB,1.79986151279313e+002°)
1.96788628970681e+002	(-2.00001097361597e+001dB,1.79986119354714e+002°)
1.97242273611482e+002	(-2.00001097362412e+001dB,1.79986087356522e+002°)
1.97696964011183e+002	(-2.00001097363231e+001dB,1.79986055284566e+002°)
1.98152702580507e+002	(-2.00001097364054e+001dB,1.79986023138676e+002°)
1.98609491735734e+002	(-2.00001097364881e+001dB,1.79985990918683e+002°)
1.99067333898716e+002	(-2.00001097365711e+001dB,1.79985958624415e+002°)
1.99526231496885e+002	(-2.00001097366546e+001dB,1.79985926255701e+002°)
1.99986186963271e+002	(-2.00001097367384e+001dB,1.79985893812369e+002°)
2.00447202736513e+002	(-2.00001097368226e+001dB,1.79985861294248e+002°)
2.00909281260870e+002	(-2.00001097369072e+001dB,1.79985828701164e+002°)
2.01372424986236e+002	(-2.00001097369922e+001dB,1.79985796032946e+002°)
2.01836636368153e+002	(-2.00001097370776e+001dB,1.79985763289420e+002°)
2.02301917867824e+002	(-2.00001097371633e+001dB,1.79985730470412e+002°)
2.02768271952125e+002	(-2.00001097372495e+001dB,1.79985697575749e+002°)
2.03235701093619e+002	(-2.00001097373360e+001dB,1.79985664605255e+002°)
2.03704207770569e+002	(-2.00001097374230e+001dB,1.79985631558757e+002°)
2.04173794466950e+002	(-2.00001097375104e+001dB,1.79985598436079e+002°)
2.04644463672464e+002	(-2.00001097375982e+001dB,1.79985565237045e+002°)
2.05116217882553e+002	(-2.00001097376863e+001dB,1.79985531961479e+002°)
2.05589059598411e+002	(-2.00001097377749e+001dB,1.79985498609205e+002°)
2.06062991326997e+002	(-2.00001097378639e+001dB,1.79985465180046e+002°)
2.06538015581050e+002	(-2.00001097379533e+001dB,1.79985431673825e+002°)
2.07014134879101e+002	(-2.00001097380431e+001dB,1.79985398090365e+002°)
2.07491351745488e+002	(-2.00001097381333e+001dB,1.79985364429486e+002°)
2.07969668710366e+002	(-2.00001097382240e+001dB,1.79985330691011e+002°)
2.08449088309726e+002	(-2.00001097383150e+001dB,1.79985296874761e+002°)
2.08929613085401e+002	(-2.00001097384065e+001dB,1.79985262980556e+002°)
2.09411245585086e+002	(-2.00001097384984e+001dB,1.79985229008217e+002°)
2.09893988362349e+002	(-2.00001097385908e+001dB,1.79985194957564e+002°)
2.10377843976644e+002	(-2.00001097386835e+001dB,1.79985160828416e+002°)
2.10862814993325e+002	(-2.00001097387767e+001dB,1.79985126620592e+002°)
2.11348903983661e+002	(-2.00001097388703e+001dB,1.79985092333911e+002°)
2.11836113524847e+002	(-2.00001097389644e+001dB,1.79985057968191e+002°)
2.12324446200018e+002	(-2.00001097390588e+001dB,1.79985023523250e+002°)
2.12813904598268e+002	(-2.00001097391538e+001dB,1.79984988998905e+002°)
2.13304491314654e+002	(-2.00001097392491e+001dB,1.79984954394973e+002°)
2.13796208950220e+002	(-2.00001097393449e+001dB,1.79984919711270e+002°)
2.14289060112002e+002	(-2.00001097394411e+001dB,1.79984884947614e+002°)
2.14783047413050e+002	(-2.00001097395378e+001dB,1.79984850103819e+002°)
2.15278173472434e+002	(-2.00001097396349e+001dB,1.79984815179701e+002°)
2.15774440915263e+002	(-2.00001097397325e+001dB,1.79984780175075e+002°)
2.16271852372698e+002	(-2.00001097398306e+001dB,1.79984745089754e+002°)
2.16770410481966e+002	(-2.00001097399290e+001dB,1.79984709923553e+002°)
2.17270117886371e+002	(-2.00001097400280e+001dB,1.79984674676286e+002°)
2.17770977235312e+002	(-2.00001097401273e+001dB,1.79984639347766e+002°)
2.18272991184296e+002	(-2.00001097402272e+001dB,1.79984603937805e+002°)
2.18776162394951e+002	(-2.00001097403275e+001dB,1.79984568446216e+002°)
2.19280493535041e+002	(-2.00001097404283e+001dB,1.79984532872810e+002°)
2.19785987278479e+002	(-2.00001097405295e+001dB,1.79984497217398e+002°)
2.20292646305342e+002	(-2.00001097406312e+001dB,1.79984461479793e+002°)
2.20800473301886e+002	(-2.00001097407334e+001dB,1.79984425659804e+002°)
2.21309470960560e+002	(-2.00001097408360e+001dB,1.79984389757241e+002°)
2.21819641980018e+002	(-2.00001097409392e+001dB,1.79984353771915e+002°)
2.22330989065136e+002	(-2.00001097410428e+001dB,1.79984317703633e+002°)
2.22843514927026e+002	(-2.00001097411468e+001dB,1.79984281552206e+002°)
2.23357222283049e+002	(-2.00001097412514e+001dB,1.79984245317441e+002°)
2.23872113856830e+002	(-2.00001097413564e+001dB,1.79984208999146e+002°)
2.24388192378273e+002	(-2.00001097414619e+001dB,1.79984172597129e+002°)
2.24905460583574e+002	(-2.00001097415679e+001dB,1.79984136111196e+002°)
2.25423921215239e+002	(-2.00001097416744e+001dB,1.79984099541155e+002°)
2.25943577022094e+002	(-2.00001097417814e+001dB,1.79984062886811e+002°)
2.26464430759302e+002	(-2.00001097418889e+001dB,1.79984026147971e+002°)
2.26986485188378e+002	(-2.00001097419969e+001dB,1.79983989324438e+002°)
2.27509743077203e+002	(-2.00001097421054e+001dB,1.79983952416018e+002°)
