Freq.	V(vout)
9.63829023623919e+002	(3.94384891971161e+000dB,-1.11763766827982e-001°)
9.66050878989761e+002	(3.94384888522069e+000dB,-1.12021408802083e-001°)
9.68277856261197e+002	(3.94384885057057e+000dB,-1.12279644701463e-001°)
9.70509967245437e+002	(3.94384881576051e+000dB,-1.12538475895256e-001°)
9.72747223776913e+002	(3.94384878078978e+000dB,-1.12797903755750e-001°)
9.74989637717334e+002	(3.94384874565762e+000dB,-1.13057929658400e-001°)
9.77237220955758e+002	(3.94384871036331e+000dB,-1.13318554981827e-001°)
9.79489985408646e+002	(3.94384867490608e+000dB,-1.13579781107837e-001°)
9.81747943019931e+002	(3.94384863928519e+000dB,-1.13841609421414e-001°)
9.84011105761080e+002	(3.94384860349988e+000dB,-1.14104041310738e-001°)
9.86279485631157e+002	(3.94384856754940e+000dB,-1.14367078167190e-001°)
9.88553094656885e+002	(3.94384853143297e+000dB,-1.14630721385357e-001°)
9.90831944892714e+002	(3.94384849514984e+000dB,-1.14894972363041e-001°)
9.93116048420880e+002	(3.94384845869924e+000dB,-1.15159832501267e-001°)
9.95405417351473e+002	(3.94384842208038e+000dB,-1.15425303204288e-001°)
9.97700063822499e+002	(3.94384838529250e+000dB,-1.15691385879596e-001°)
9.99999999999945e+002	(3.94384834833482e+000dB,-1.15958081937926e-001°)
1.00230523807784e+003	(3.94384831120654e+000dB,-1.16225392793266e-001°)
1.00461579027834e+003	(3.94384827390689e+000dB,-1.16493319862863e-001°)
1.00693166885175e+003	(3.94384823643508e+000dB,-1.16761864567231e-001°)
1.00925288607663e+003	(3.94384819879030e+000dB,-1.17031028330160e-001°)
1.01157945425984e+003	(3.94384816097176e+000dB,-1.17300812578721e-001°)
1.01391138573662e+003	(3.94384812297865e+000dB,-1.17571218743273e-001°)
1.01624869287064e+003	(3.94384808481019e+000dB,-1.17842248257476e-001°)
1.01859138805406e+003	(3.94384804646554e+000dB,-1.18113902558291e-001°)
1.02093948370762e+003	(3.94384800794391e+000dB,-1.18386183085995e-001°)
1.02329299228070e+003	(3.94384796924446e+000dB,-1.18659091284182e-001°)
1.02565192625135e+003	(3.94384793036638e+000dB,-1.18932628599777e-001°)
1.02801629812642e+003	(3.94384789130886e+000dB,-1.19206796483037e-001°)
1.03038612044156e+003	(3.94384785207105e+000dB,-1.19481596387565e-001°)
1.03276140576134e+003	(3.94384781265213e+000dB,-1.19757029770312e-001°)
1.03514216667929e+003	(3.94384777305126e+000dB,-1.20033098091592e-001°)
1.03752841581796e+003	(3.94384773326760e+000dB,-1.20309802815081e-001°)
1.03992016582900e+003	(3.94384769330030e+000dB,-1.20587145407831e-001°)
1.04231742939325e+003	(3.94384765314853e+000dB,-1.20865127340276e-001°)
1.04472021922074e+003	(3.94384761281143e+000dB,-1.21143750086238e-001°)
1.04712854805084e+003	(3.94384757228813e+000dB,-1.21423015122938e-001°)
1.04954242865226e+003	(3.94384753157779e+000dB,-1.21702923931003e-001°)
1.05196187382316e+003	(3.94384749067954e+000dB,-1.21983477994471e-001°)
1.05438689639120e+003	(3.94384744959251e+000dB,-1.22264678800802e-001°)
1.05681750921360e+003	(3.94384740831584e+000dB,-1.22546527840887e-001°)
1.05925372517723e+003	(3.94384736684863e+000dB,-1.22829026609049e-001°)
1.06169555719867e+003	(3.94384732519003e+000dB,-1.23112176603061e-001°)
1.06414301822426e+003	(3.94384728333914e+000dB,-1.23395979324145e-001°)
1.06659612123020e+003	(3.94384724129507e+000dB,-1.23680436276985e-001°)
1.06905487922260e+003	(3.94384719905693e+000dB,-1.23965548969733e-001°)
1.07151930523755e+003	(3.94384715662383e+000dB,-1.24251318914019e-001°)
1.07398941234118e+003	(3.94384711399489e+000dB,-1.24537747624955e-001°)
1.07646521362977e+003	(3.94384707116915e+000dB,-1.24824836621150e-001°)
1.07894672222977e+003	(3.94384702814575e+000dB,-1.25112587424708e-001°)
1.08143395129788e+003	(3.94384698492377e+000dB,-1.25401001561248e-001°)
1.08392691402114e+003	(3.94384694150228e+000dB,-1.25690080559900e-001°)
1.08642562361700e+003	(3.94384689788036e+000dB,-1.25979825953322e-001°)
1.08893009333337e+003	(3.94384685405711e+000dB,-1.26270239277705e-001°)
1.09144033644869e+003	(3.94384681003156e+000dB,-1.26561322072782e-001°)
1.09395636627203e+003	(3.94384676580281e+000dB,-1.26853075881832e-001°)
1.09647819614312e+003	(3.94384672136990e+000dB,-1.27145502251696e-001°)
1.09900583943246e+003	(3.94384667673190e+000dB,-1.27438602732778e-001°)
1.10153930954135e+003	(3.94384663188786e+000dB,-1.27732378879056e-001°)
1.10407861990201e+003	(3.94384658683684e+000dB,-1.28026832248091e-001°)
1.10662378397760e+003	(3.94384654157787e+000dB,-1.28321964401034e-001°)
1.10917481526234e+003	(3.94384649610998e+000dB,-1.28617776902637e-001°)
1.11173172728153e+003	(3.94384645043223e+000dB,-1.28914271321256e-001°)
1.11429453359167e+003	(3.94384640454365e+000dB,-1.29211449228863e-001°)
1.11686324778050e+003	(3.94384635844325e+000dB,-1.29509312201055e-001°)
1.11943788346709e+003	(3.94384631213006e+000dB,-1.29807861817060e-001°)
1.12201845430190e+003	(3.94384626560309e+000dB,-1.30107099659747e-001°)
1.12460497396686e+003	(3.94384621886138e+000dB,-1.30407027315633e-001°)
1.12719745617545e+003	(3.94384617190390e+000dB,-1.30707646374894e-001°)
1.12979591467273e+003	(3.94384612472969e+000dB,-1.31008958431370e-001°)
1.13240036323549e+003	(3.94384607733773e+000dB,-1.31310965082575e-001°)
1.13501081567225e+003	(3.94384602972701e+000dB,-1.31613667929707e-001°)
1.13762728582337e+003	(3.94384598189653e+000dB,-1.31917068577655e-001°)
1.14024978756110e+003	(3.94384593384529e+000dB,-1.32221168635005e-001°)
1.14287833478971e+003	(3.94384588557225e+000dB,-1.32525969714054e-001°)
1.14551294144547e+003	(3.94384583707637e+000dB,-1.32831473430815e-001°)
1.14815362149682e+003	(3.94384578835667e+000dB,-1.33137681405026e-001°)
1.15080038894437e+003	(3.94384573941208e+000dB,-1.33444595260157e-001°)
1.15345325782103e+003	(3.94384569024158e+000dB,-1.33752216623424e-001°)
1.15611224219203e+003	(3.94384564084411e+000dB,-1.34060547125793e-001°)
1.15877735615506e+003	(3.94384559121863e+000dB,-1.34369588401986e-001°)
1.16144861384028e+003	(3.94384554136409e+000dB,-1.34679342090498e-001°)
1.16412602941042e+003	(3.94384549127945e+000dB,-1.34989809833600e-001°)
1.16680961706089e+003	(3.94384544096361e+000dB,-1.35300993277346e-001°)
1.16949939101980e+003	(3.94384539041552e+000dB,-1.35612894071589e-001°)
1.17219536554806e+003	(3.94384533963413e+000dB,-1.35925513869981e-001°)
1.17489755493946e+003	(3.94384528861834e+000dB,-1.36238854329988e-001°)
1.17760597352074e+003	(3.94384523736705e+000dB,-1.36552917112898e-001°)
1.18032063565166e+003	(3.94384518587922e+000dB,-1.36867703883824e-001°)
1.18304155572510e+003	(3.94384513415372e+000dB,-1.37183216311724e-001°)
1.18576874816709e+003	(3.94384508218946e+000dB,-1.37499456069398e-001°)
1.18850222743695e+003	(3.94384502998537e+000dB,-1.37816424833504e-001°)
1.19124200802731e+003	(3.94384497754030e+000dB,-1.38134124284567e-001°)
1.19398810446420e+003	(3.94384492485315e+000dB,-1.38452556106981e-001°)
1.19674053130717e+003	(3.94384487192281e+000dB,-1.38771721989027e-001°)
1.19949930314931e+003	(3.94384481874817e+000dB,-1.39091623622877e-001°)
1.20226443461734e+003	(3.94384476532807e+000dB,-1.39412262704604e-001°)
1.20503594037173e+003	(3.94384471166140e+000dB,-1.39733640934188e-001°)
1.20781383510671e+003	(3.94384465774701e+000dB,-1.40055760015532e-001°)
1.21059813355041e+003	(3.94384460358377e+000dB,-1.40378621656464e-001°)
1.21338885046491e+003	(3.94384454917052e+000dB,-1.40702227568749e-001°)
1.21618600064630e+003	(3.94384449450611e+000dB,-1.41026579468100e-001°)
1.21898959892479e+003	(3.94384443958939e+000dB,-1.41351679074182e-001°)
1.22179966016480e+003	(3.94384438441918e+000dB,-1.41677528110628e-001°)
1.22461619926498e+003	(3.94384432899431e+000dB,-1.42004128305041e-001°)
1.22743923115833e+003	(3.94384427331361e+000dB,-1.42331481389006e-001°)
1.23026877081231e+003	(3.94384421737591e+000dB,-1.42659589098104e-001°)
1.23310483322884e+003	(3.94384416118001e+000dB,-1.42988453171913e-001°)
1.23594743344444e+003	(3.94384410472472e+000dB,-1.43318075354021e-001°)
1.23879658653030e+003	(3.94384404800885e+000dB,-1.43648457392038e-001°)
1.24165230759234e+003	(3.94384399103118e+000dB,-1.43979601037600e-001°)
1.24451461177131e+003	(3.94384393379052e+000dB,-1.44311508046382e-001°)
1.24738351424287e+003	(3.94384387628565e+000dB,-1.44644180178106e-001°)
1.25025903021765e+003	(3.94384381851535e+000dB,-1.44977619196552e-001°)
1.25314117494134e+003	(3.94384376047840e+000dB,-1.45311826869562e-001°)
1.25602996369480e+003	(3.94384370217354e+000dB,-1.45646804969057e-001°)
1.25892541179409e+003	(3.94384364359958e+000dB,-1.45982555271042e-001°)
1.26182753459060e+003	(3.94384358475525e+000dB,-1.46319079555612e-001°)
1.26473634747108e+003	(3.94384352563930e+000dB,-1.46656379606973e-001°)
1.26765186585777e+003	(3.94384346625050e+000dB,-1.46994457213437e-001°)
1.27057410520847e+003	(3.94384340658756e+000dB,-1.47333314167441e-001°)
1.27350308101659e+003	(3.94384334664923e+000dB,-1.47672952265555e-001°)
1.27643880881127e+003	(3.94384328643425e+000dB,-1.48013373308488e-001°)
1.27938130415745e+003	(3.94384322594131e+000dB,-1.48354579101103e-001°)
1.28233058265594e+003	(3.94384316516916e+000dB,-1.48696571452421e-001°)
1.28528665994354e+003	(3.94384310411650e+000dB,-1.49039352175633e-001°)
1.28824955169306e+003	(3.94384304278203e+000dB,-1.49382923088114e-001°)
1.29121927361346e+003	(3.94384298116446e+000dB,-1.49727286011422e-001°)
1.29419584144991e+003	(3.94384291926246e+000dB,-1.50072442771318e-001°)
1.29717927098388e+003	(3.94384285707475e+000dB,-1.50418395197771e-001°)
1.30016957803321e+003	(3.94384279459999e+000dB,-1.50765145124969e-001°)
1.30316677845222e+003	(3.94384273183686e+000dB,-1.51112694391326e-001°)
1.30617088813176e+003	(3.94384266878402e+000dB,-1.51461044839497e-001°)
1.30918192299933e+003	(3.94384260544016e+000dB,-1.51810198316383e-001°)
1.31219989901912e+003	(3.94384254180390e+000dB,-1.52160156673141e-001°)
1.31522483219216e+003	(3.94384247787392e+000dB,-1.52510921765198e-001°)
1.31825673855633e+003	(3.94384241364885e+000dB,-1.52862495452256e-001°)
1.32129563418649e+003	(3.94384234912733e+000dB,-1.53214879598306e-001°)
1.32434153519458e+003	(3.94384228430799e+000dB,-1.53568076071633e-001°)
1.32739445772966e+003	(3.94384221918946e+000dB,-1.53922086744832e-001°)
1.33045441797801e+003	(3.94384215377035e+000dB,-1.54276913494812e-001°)
1.33352143216324e+003	(3.94384208804929e+000dB,-1.54632558202811e-001°)
1.33659551654636e+003	(3.94384202202487e+000dB,-1.54989022754400e-001°)
1.33967668742585e+003	(3.94384195569569e+000dB,-1.55346309039501e-001°)
1.34276496113778e+003	(3.94384188906036e+000dB,-1.55704418952389e-001°)
1.34586035405587e+003	(3.94384182211746e+000dB,-1.56063354391709e-001°)
1.34896288259157e+003	(3.94384175486556e+000dB,-1.56423117260480e-001°)
1.35207256319419e+003	(3.94384168730323e+000dB,-1.56783709466107e-001°)
1.35518941235095e+003	(3.94384161942905e+000dB,-1.57145132920396e-001°)
1.35831344658707e+003	(3.94384155124159e+000dB,-1.57507389539557e-001°)
1.36144468246587e+003	(3.94384148273937e+000dB,-1.57870481244218e-001°)
1.36458313658884e+003	(3.94384141392098e+000dB,-1.58234409959433e-001°)
1.36772882559576e+003	(3.94384134478493e+000dB,-1.58599177614697e-001°)
1.37088176616477e+003	(3.94384127532975e+000dB,-1.58964786143948e-001°)
1.37404197501243e+003	(3.94384120555400e+000dB,-1.59331237485587e-001°)
1.37720946889386e+003	(3.94384113545617e+000dB,-1.59698533582480e-001°)
1.38038426460280e+003	(3.94384106503478e+000dB,-1.60066676381974e-001°)
1.38356637897170e+003	(3.94384099428835e+000dB,-1.60435667835902e-001°)
1.38675582887180e+003	(3.94384092321536e+000dB,-1.60805509900601e-001°)
1.38995263121327e+003	(3.94384085181432e+000dB,-1.61176204536911e-001°)
1.39315680294522e+003	(3.94384078008371e+000dB,-1.61547753710199e-001°)
1.39636836105585e+003	(3.94384070802200e+000dB,-1.61920159390358e-001°)
1.39958732257253e+003	(3.94384063562767e+000dB,-1.62293423551824e-001°)
1.40281370456187e+003	(3.94384056289919e+000dB,-1.62667548173584e-001°)
1.40604752412983e+003	(3.94384048983501e+000dB,-1.63042535239187e-001°)
1.40928879842179e+003	(3.94384041643357e+000dB,-1.63418386736752e-001°)
1.41253754462267e+003	(3.94384034269333e+000dB,-1.63795104658986e-001°)
1.41579377995699e+003	(3.94384026861273e+000dB,-1.64172691003184e-001°)
1.41905752168900e+003	(3.94384019419018e+000dB,-1.64551147771250e-001°)
1.42232878712273e+003	(3.94384011942411e+000dB,-1.64930476969700e-001°)
1.42560759360210e+003	(3.94384004431294e+000dB,-1.65310680609676e-001°)
1.42889395851101e+003	(3.94383996885507e+000dB,-1.65691760706956e-001°)
1.43218789927345e+003	(3.94383989304891e+000dB,-1.66073719281963e-001°)
1.43548943335357e+003	(3.94383981689283e+000dB,-1.66456558359782e-001°)
1.43879857825576e+003	(3.94383974038524e+000dB,-1.66840279970161e-001°)
1.44211535152478e+003	(3.94383966352451e+000dB,-1.67224886147530e-001°)
1.44543977074584e+003	(3.94383958630901e+000dB,-1.67610378931009e-001°)
1.44877185354467e+003	(3.94383950873709e+000dB,-1.67996760364415e-001°)
1.45211161758765e+003	(3.94383943080712e+000dB,-1.68384032496281e-001°)
1.45545908058187e+003	(3.94383935251744e+000dB,-1.68772197379860e-001°)
1.45881426027526e+003	(3.94383927386639e+000dB,-1.69161257073137e-001°)
1.46217717445663e+003	(3.94383919485231e+000dB,-1.69551213638843e-001°)
1.46554784095582e+003	(3.94383911547351e+000dB,-1.69942069144463e-001°)
1.46892627764377e+003	(3.94383903572831e+000dB,-1.70333825662247e-001°)
1.47231250243263e+003	(3.94383895561505e+000dB,-1.70726485269224e-001°)
1.47570653327580e+003	(3.94383887513198e+000dB,-1.71120050047210e-001°)
1.47910838816811e+003	(3.94383879427743e+000dB,-1.71514522082820e-001°)
1.48251808514586e+003	(3.94383871304966e+000dB,-1.71909903467478e-001°)
1.48593564228691e+003	(3.94383863144697e+000dB,-1.72306196297430e-001°)
1.48936107771082e+003	(3.94383854946761e+000dB,-1.72703402673754e-001°)
1.49279440957890e+003	(3.94383846710985e+000dB,-1.73101524702372e-001°)
1.49623565609434e+003	(3.94383838437196e+000dB,-1.73500564494060e-001°)
1.49968483550228e+003	(3.94383830125216e+000dB,-1.73900524164459e-001°)
1.50314196608993e+003	(3.94383821774870e+000dB,-1.74301405834088e-001°)
1.50660706618665e+003	(3.94383813385981e+000dB,-1.74703211628353e-001°)
1.51008015416405e+003	(3.94383804958369e+000dB,-1.75105943677561e-001°)
1.51356124843611e+003	(3.94383796491858e+000dB,-1.75509604116928e-001°)
1.51705036745924e+003	(3.94383787986268e+000dB,-1.75914195086594e-001°)
1.52054752973240e+003	(3.94383779441417e+000dB,-1.76319718731631e-001°)
1.52405275379719e+003	(3.94383770857125e+000dB,-1.76726177202055e-001°)
1.52756605823797e+003	(3.94383762233210e+000dB,-1.77133572652841e-001°)
1.53108746168193e+003	(3.94383753569489e+000dB,-1.77541907243928e-001°)
1.53461698279920e+003	(3.94383744865779e+000dB,-1.77951183140236e-001°)
1.53815464030294e+003	(3.94383736121893e+000dB,-1.78361402511676e-001°)
1.54170045294946e+003	(3.94383727337647e+000dB,-1.78772567533160e-001°)
1.54525443953831e+003	(3.94383718512856e+000dB,-1.79184680384615e-001°)
1.54881661891238e+003	(3.94383709647331e+000dB,-1.79597743250989e-001°)
1.55238700995798e+003	(3.94383700740885e+000dB,-1.80011758322272e-001°)
1.55596563160497e+003	(3.94383691793328e+000dB,-1.80426727793500e-001°)
1.55955250282685e+003	(3.94383682804471e+000dB,-1.80842653864767e-001°)
1.56314764264085e+003	(3.94383673774125e+000dB,-1.81259538741241e-001°)
1.56675107010805e+003	(3.94383664702095e+000dB,-1.81677384633173e-001°)
1.57036280433345e+003	(3.94383655588192e+000dB,-1.82096193755909e-001°)
1.57398286446612e+003	(3.94383646432220e+000dB,-1.82515968329901e-001°)
1.57761126969925e+003	(3.94383637233987e+000dB,-1.82936710580720e-001°)
1.58124803927028e+003	(3.94383627993296e+000dB,-1.83358422739066e-001°)
1.58489319246101e+003	(3.94383618709952e+000dB,-1.83781107040784e-001°)
1.58854674859768e+003	(3.94383609383758e+000dB,-1.84204765726871e-001°)
1.59220872705107e+003	(3.94383600014517e+000dB,-1.84629401043488e-001°)
1.59587914723663e+003	(3.94383590602030e+000dB,-1.85055015241979e-001°)
1.59955802861456e+003	(3.94383581146096e+000dB,-1.85481610578873e-001°)
1.60324539068994e+003	(3.94383571646516e+000dB,-1.85909189315902e-001°)
1.60694125301277e+003	(3.94383562103087e+000dB,-1.86337753720013e-001°)
1.61064563517817e+003	(3.94383552515609e+000dB,-1.86767306063376e-001°)
1.61435855682638e+003	(3.94383542883876e+000dB,-1.87197848623403e-001°)
1.61808003764296e+003	(3.94383533207685e+000dB,-1.87629383682751e-001°)
1.62181009735882e+003	(3.94383523486832e+000dB,-1.88061913529341e-001°)
1.62554875575038e+003	(3.94383513721109e+000dB,-1.88495440456368e-001°)
1.62929603263962e+003	(3.94383503910310e+000dB,-1.88929966762314e-001°)
1.63305194789423e+003	(3.94383494054225e+000dB,-1.89365494750959e-001°)
1.63681652142770e+003	(3.94383484152648e+000dB,-1.89802026731392e-001°)
1.64058977319943e+003	(3.94383474205366e+000dB,-1.90239565018027e-001°)
1.64437172321482e+003	(3.94383464212171e+000dB,-1.90678111930612e-001°)
1.64816239152540e+003	(3.94383454172849e+000dB,-1.91117669794240e-001°)
1.65196179822891e+003	(3.94383444087187e+000dB,-1.91558240939370e-001°)
1.65576996346942e+003	(3.94383433954973e+000dB,-1.91999827701825e-001°)
1.65958690743745e+003	(3.94383423775990e+000dB,-1.92442432422821e-001°)
1.66341265037006e+003	(3.94383413550024e+000dB,-1.92886057448964e-001°)
1.66724721255095e+003	(3.94383403276856e+000dB,-1.93330705132271e-001°)
1.67109061431060e+003	(3.94383392956270e+000dB,-1.93776377830184e-001°)
1.67494287602633e+003	(3.94383382588046e+000dB,-1.94223077905575e-001°)
1.67880401812245e+003	(3.94383372171965e+000dB,-1.94670807726765e-001°)
1.68267406107036e+003	(3.94383361707804e+000dB,-1.95119569667535e-001°)
1.68655302538863e+003	(3.94383351195344e+000dB,-1.95569366107135e-001°)
1.69044093164315e+003	(3.94383340634361e+000dB,-1.96020199430303e-001°)
1.69433780044722e+003	(3.94383330024631e+000dB,-1.96472072027271e-001°)
1.69824365246163e+003	(3.94383319365928e+000dB,-1.96924986293785e-001°)
1.70215850839484e+003	(3.94383308658027e+000dB,-1.97378944631108e-001°)
1.70608238900301e+003	(3.94383297900701e+000dB,-1.97833949446044e-001°)
1.71001531509017e+003	(3.94383287093722e+000dB,-1.98290003150940e-001°)
1.71395730750831e+003	(3.94383276236859e+000dB,-1.98747108163707e-001°)
1.71790838715747e+003	(3.94383265329883e+000dB,-1.99205266907829e-001°)
1.72186857498589e+003	(3.94383254372564e+000dB,-1.99664481812377e-001°)
1.72583789199009e+003	(3.94383243364667e+000dB,-2.00124755312019e-001°)
1.72981635921499e+003	(3.94383232305960e+000dB,-2.00586089847038e-001°)
1.73380399775402e+003	(3.94383221196210e+000dB,-2.01048487863341e-001°)
1.73780082874926e+003	(3.94383210035178e+000dB,-2.01511951812473e-001°)
1.74180687339150e+003	(3.94383198822630e+000dB,-2.01976484151631e-001°)
1.74582215292039e+003	(3.94383187558328e+000dB,-2.02442087343675e-001°)
1.74984668862454e+003	(3.94383176242032e+000dB,-2.02908763857143e-001°)
1.75388050184164e+003	(3.94383164873502e+000dB,-2.03376516166263e-001°)
1.75792361395857e+003	(3.94383153452497e+000dB,-2.03845346750969e-001°)
1.76197604641151e+003	(3.94383141978775e+000dB,-2.04315258096906e-001°)
1.76603782068605e+003	(3.94383130452094e+000dB,-2.04786252695453e-001°)
1.77010895831730e+003	(3.94383118872207e+000dB,-2.05258333043733e-001°)
1.77418948089005e+003	(3.94383107238871e+000dB,-2.05731501644622e-001°)
1.77827941003880e+003	(3.94383095551837e+000dB,-2.06205761006766e-001°)
1.78237876744797e+003	(3.94383083810859e+000dB,-2.06681113644596e-001°)
1.78648757485193e+003	(3.94383072015687e+000dB,-2.07157562078336e-001°)
1.79060585403517e+003	(3.94383060166070e+000dB,-2.07635108834023e-001°)
1.79473362683241e+003	(3.94383048261759e+000dB,-2.08113756443515e-001°)
1.79887091512867e+003	(3.94383036302500e+000dB,-2.08593507444504e-001°)
1.80301774085945e+003	(3.94383024288040e+000dB,-2.09074364380537e-001°)
1.80717412601080e+003	(3.94383012218123e+000dB,-2.09556329801020e-001°)
1.81134009261948e+003	(3.94383000092494e+000dB,-2.10039406261236e-001°)
1.81551566277301e+003	(3.94382987910897e+000dB,-2.10523596322361e-001°)
1.81970085860986e+003	(3.94382975673071e+000dB,-2.11008902551473e-001°)
1.82389570231951e+003	(3.94382963378759e+000dB,-2.11495327521566e-001°)
1.82810021614262e+003	(3.94382951027698e+000dB,-2.11982873811568e-001°)
1.83231442237109e+003	(3.94382938619627e+000dB,-2.12471544006351e-001°)
1.83653834334822e+003	(3.94382926154284e+000dB,-2.12961340696746e-001°)
1.84077200146883e+003	(3.94382913631403e+000dB,-2.13452266479552e-001°)
1.84501541917935e+003	(3.94382901050720e+000dB,-2.13944323957559e-001°)
1.84926861897795e+003	(3.94382888411966e+000dB,-2.14437515739556e-001°)
1.85353162341468e+003	(3.94382875714876e+000dB,-2.14931844440343e-001°)
1.85780445509157e+003	(3.94382862959177e+000dB,-2.15427312680749e-001°)
1.86208713666274e+003	(3.94382850144602e+000dB,-2.15923923087646e-001°)
1.86637969083454e+003	(3.94382837270878e+000dB,-2.16421678293959e-001°)
1.87068214036567e+003	(3.94382824337730e+000dB,-2.16920580938683e-001°)
1.87499450806729e+003	(3.94382811344887e+000dB,-2.17420633666896e-001°)
1.87931681680314e+003	(3.94382798292071e+000dB,-2.17921839129773e-001°)
1.88364908948967e+003	(3.94382785179006e+000dB,-2.18424199984601e-001°)
1.88799134909616e+003	(3.94382772005414e+000dB,-2.18927718894793e-001°)
1.89234361864485e+003	(3.94382758771016e+000dB,-2.19432398529900e-001°)
1.89670592121102e+003	(3.94382745475530e+000dB,-2.19938241565628e-001°)
1.90107827992317e+003	(3.94382732118676e+000dB,-2.20445250683849e-001°)
1.90546071796312e+003	(3.94382718700169e+000dB,-2.20953428572620e-001°)
1.90985325856611e+003	(3.94382705219726e+000dB,-2.21462777926190e-001°)
1.91425592502095e+003	(3.94382691677058e+000dB,-2.21973301445023e-001°)
1.91866874067016e+003	(3.94382678071882e+000dB,-2.22485001835806e-001°)
1.92309172891003e+003	(3.94382664403907e+000dB,-2.22997881811465e-001°)
1.92752491319080e+003	(3.94382650672843e+000dB,-2.23511944091180e-001°)
1.93196831701679e+003	(3.94382636878401e+000dB,-2.24027191400398e-001°)
1.93642196394647e+003	(3.94382623020285e+000dB,-2.24543626470851e-001°)
1.94088587759264e+003	(3.94382609098204e+000dB,-2.25061252040567e-001°)
1.94536008162253e+003	(3.94382595111861e+000dB,-2.25580070853883e-001°)
1.94984459975791e+003	(3.94382581060962e+000dB,-2.26100085661465e-001°)
1.95433945577526e+003	(3.94382566945206e+000dB,-2.26621299220319e-001°)
1.95884467350585e+003	(3.94382552764294e+000dB,-2.27143714293806e-001°)
1.96336027683591e+003	(3.94382538517926e+000dB,-2.27667333651655e-001°)
1.96788628970671e+003	(3.94382524205801e+000dB,-2.28192160069983e-001°)
1.97242273611472e+003	(3.94382509827614e+000dB,-2.28718196331305e-001°)
1.97696964011172e+003	(3.94382495383060e+000dB,-2.29245445224549e-001°)
1.98152702580496e+003	(3.94382480871833e+000dB,-2.29773909545071e-001°)
1.98609491735723e+003	(3.94382466293626e+000dB,-2.30303592094675e-001°)
1.99067333898705e+003	(3.94382451648128e+000dB,-2.30834495681619e-001°)
1.99526231496874e+003	(3.94382436935031e+000dB,-2.31366623120635e-001°)
1.99986186963260e+003	(3.94382422154021e+000dB,-2.31899977232945e-001°)
2.00447202736502e+003	(3.94382407304785e+000dB,-2.32434560846275e-001°)
2.00909281260859e+003	(3.94382392387008e+000dB,-2.32970376794866e-001°)
2.01372424986225e+003	(3.94382377400374e+000dB,-2.33507427919494e-001°)
2.01836636368142e+003	(3.94382362344565e+000dB,-2.34045717067484e-001°)
2.02301917867813e+003	(3.94382347219262e+000dB,-2.34585247092724e-001°)
2.02768271952114e+003	(3.94382332024144e+000dB,-2.35126020855679e-001°)
2.03235701093608e+003	(3.94382316758888e+000dB,-2.35668041223411e-001°)
2.03704207770558e+003	(3.94382301423172e+000dB,-2.36211311069586e-001°)
2.04173794466939e+003	(3.94382286016667e+000dB,-2.36755833274500e-001°)
2.04644463672453e+003	(3.94382270539052e+000dB,-2.37301610725082e-001°)
2.05116217882542e+003	(3.94382254989995e+000dB,-2.37848646314922e-001°)
2.05589059598400e+003	(3.94382239369166e+000dB,-2.38396942944275e-001°)
2.06062991326986e+003	(3.94382223676235e+000dB,-2.38946503520087e-001°)
2.06538015581038e+003	(3.94382207910870e+000dB,-2.39497330955996e-001°)
2.07014134879090e+003	(3.94382192072734e+000dB,-2.40049428172367e-001°)
2.07491351745476e+003	(3.94382176161493e+000dB,-2.40602798096288e-001°)
2.07969668710355e+003	(3.94382160176810e+000dB,-2.41157443661600e-001°)
2.08449088309714e+003	(3.94382144118344e+000dB,-2.41713367808902e-001°)
2.08929613085389e+003	(3.94382127985757e+000dB,-2.42270573485573e-001°)
2.09411245585074e+003	(3.94382111778705e+000dB,-2.42829063645791e-001°)
2.09893988362338e+003	(3.94382095496845e+000dB,-2.43388841250536e-001°)
2.10377843976633e+003	(3.94382079139830e+000dB,-2.43949909267620e-001°)
2.10862814993314e+003	(3.94382062707316e+000dB,-2.44512270671690e-001°)
2.11348903983650e+003	(3.94382046198954e+000dB,-2.45075928444255e-001°)
2.11836113524835e+003	(3.94382029614391e+000dB,-2.45640885573693e-001°)
2.12324446200007e+003	(3.94382012953279e+000dB,-2.46207145055272e-001°)
2.12813904598256e+003	(3.94381996215262e+000dB,-2.46774709891167e-001°)
2.13304491314642e+003	(3.94381979399986e+000dB,-2.47343583090468e-001°)
2.13796208950208e+003	(3.94381962507095e+000dB,-2.47913767669207e-001°)
2.14289060111991e+003	(3.94381945536230e+000dB,-2.48485266650362e-001°)
2.14783047413038e+003	(3.94381928487030e+000dB,-2.49058083063885e-001°)
2.15278173472422e+003	(3.94381911359135e+000dB,-2.49632219946709e-001°)
2.15774440915251e+003	(3.94381894152183e+000dB,-2.50207680342769e-001°)
2.16271852372687e+003	(3.94381876865807e+000dB,-2.50784467303015e-001°)
2.16770410481954e+003	(3.94381859499640e+000dB,-2.51362583885432e-001°)
2.17270117886359e+003	(3.94381842053315e+000dB,-2.51942033155051e-001°)
2.17770977235300e+003	(3.94381824526461e+000dB,-2.52522818183971e-001°)
2.18272991184285e+003	(3.94381806918708e+000dB,-2.53104942051370e-001°)
2.18776162394940e+003	(3.94381789229681e+000dB,-2.53688407843527e-001°)
2.19280493535029e+003	(3.94381771459005e+000dB,-2.54273218653832e-001°)
