Freq.	V(vout)
1.43548943335365e+002	(3.94385622633697e+000dB,-1.66456641016443e-002°)
1.43879857825583e+002	(3.94385622557189e+000dB,-1.66840363199771e-002°)
1.44211535152486e+002	(3.94385622480328e+000dB,-1.67224969954061e-002°)
1.44543977074592e+002	(3.94385622403112e+000dB,-1.67610463318458e-002°)
1.44877185354475e+002	(3.94385622325541e+000dB,-1.67996845336810e-002°)
1.45211161758773e+002	(3.94385622247610e+000dB,-1.68384118057676e-002°)
1.45545908058195e+002	(3.94385622169321e+000dB,-1.68772283534338e-002°)
1.45881426027534e+002	(3.94385622090670e+000dB,-1.69161343824809e-002°)
1.46217717445671e+002	(3.94385622011656e+000dB,-1.69551300991849e-002°)
1.46554784095590e+002	(3.94385621932277e+000dB,-1.69942157102971e-002°)
1.46892627764385e+002	(3.94385621852531e+000dB,-1.70333914230454e-002°)
1.47231250243271e+002	(3.94385621772418e+000dB,-1.70726574451357e-002°)
1.47570653327588e+002	(3.94385621691935e+000dB,-1.71120139847525e-002°)
1.47910838816819e+002	(3.94385621611080e+000dB,-1.71514612505600e-002°)
1.48251808514594e+002	(3.94385621529852e+000dB,-1.71909994517039e-002°)
1.48593564228699e+002	(3.94385621448249e+000dB,-1.72306287978116e-002°)
1.48936107771090e+002	(3.94385621366270e+000dB,-1.72703494989940e-002°)
1.49279440957898e+002	(3.94385621283912e+000dB,-1.73101617658463e-002°)
1.49623565609442e+002	(3.94385621201175e+000dB,-1.73500658094491e-002°)
1.49968483550236e+002	(3.94385621118055e+000dB,-1.73900618413697e-002°)
1.50314196609001e+002	(3.94385621034550e+000dB,-1.74301500736631e-002°)
1.50660706618673e+002	(3.94385620950661e+000dB,-1.74703307188729e-002°)
1.51008015416413e+002	(3.94385620866385e+000dB,-1.75106039900330e-002°)
1.51356124843619e+002	(3.94385620781721e+000dB,-1.75509701006681e-002°)
1.51705036745932e+002	(3.94385620696664e+000dB,-1.75914292647955e-002°)
1.52054752973248e+002	(3.94385620611216e+000dB,-1.76319816969254e-002°)
1.52405275379728e+002	(3.94385620525372e+000dB,-1.76726276120629e-002°)
1.52756605823806e+002	(3.94385620439133e+000dB,-1.77133672257086e-002°)
1.53108746168202e+002	(3.94385620352496e+000dB,-1.77542007538596e-002°)
1.53461698279928e+002	(3.94385620265459e+000dB,-1.77951284130114e-002°)
1.53815464030302e+002	(3.94385620178020e+000dB,-1.78361504201582e-002°)
1.54170045294954e+002	(3.94385620090177e+000dB,-1.78772669927947e-002°)
1.54525443953840e+002	(3.94385620001929e+000dB,-1.79184783489168e-002°)
1.54881661891247e+002	(3.94385619913274e+000dB,-1.79597847070229e-002°)
1.55238700995807e+002	(3.94385619824209e+000dB,-1.80011862861152e-002°)
1.55596563160506e+002	(3.94385619734734e+000dB,-1.80426833057008e-002°)
1.55955250282694e+002	(3.94385619644845e+000dB,-1.80842759857927e-002°)
1.56314764264094e+002	(3.94385619554541e+000dB,-1.81259645469111e-002°)
1.56675107010813e+002	(3.94385619463821e+000dB,-1.81677492100845e-002°)
1.57036280433354e+002	(3.94385619372682e+000dB,-1.82096301968511e-002°)
1.57398286446620e+002	(3.94385619281122e+000dB,-1.82516077292597e-002°)
1.57761126969933e+002	(3.94385619189140e+000dB,-1.82936820298708e-002°)
1.58124803927037e+002	(3.94385619096733e+000dB,-1.83358533217583e-002°)
1.58489319246110e+002	(3.94385619003899e+000dB,-1.83781218285101e-002°)
1.58854674859776e+002	(3.94385618910637e+000dB,-1.84204877742297e-002°)
1.59220872705115e+002	(3.94385618816944e+000dB,-1.84629513835369e-002°)
1.59587914723672e+002	(3.94385618722820e+000dB,-1.85055128815695e-002°)
1.59955802861465e+002	(3.94385618628260e+000dB,-1.85481724939844e-002°)
1.60324539069002e+002	(3.94385618533264e+000dB,-1.85909304469586e-002°)
1.60694125301286e+002	(3.94385618437829e+000dB,-1.86337869671904e-002°)
1.61064563517825e+002	(3.94385618341955e+000dB,-1.86767422819007e-002°)
1.61435855682647e+002	(3.94385618245638e+000dB,-1.87197966188344e-002°)
1.61808003764305e+002	(3.94385618148876e+000dB,-1.87629502062613e-002°)
1.62181009735891e+002	(3.94385618051667e+000dB,-1.88062032729773e-002°)
1.62554875575047e+002	(3.94385617954009e+000dB,-1.88495560483058e-002°)
1.62929603263970e+002	(3.94385617855902e+000dB,-1.88930087620990e-002°)
1.63305194789432e+002	(3.94385617757340e+000dB,-1.89365616447387e-002°)
1.63681652142779e+002	(3.94385617658324e+000dB,-1.89802149271379e-002°)
1.64058977319952e+002	(3.94385617558851e+000dB,-1.90239688407420e-002°)
1.64437172321491e+002	(3.94385617458919e+000dB,-1.90678236175299e-002°)
1.64816239152549e+002	(3.94385617358526e+000dB,-1.91117794900150e-002°)
1.65196179822900e+002	(3.94385617257669e+000dB,-1.91558366912472e-002°)
1.65576996346951e+002	(3.94385617156347e+000dB,-1.91999954548132e-002°)
1.65958690743754e+002	(3.94385617054557e+000dB,-1.92442560148384e-002°)
1.66341265037015e+002	(3.94385616952297e+000dB,-1.92886186059878e-002°)
1.66724721255104e+002	(3.94385616849566e+000dB,-1.93330834634674e-002°)
1.67109061431069e+002	(3.94385616746359e+000dB,-1.93776508230253e-002°)
1.67494287602642e+002	(3.94385616642677e+000dB,-1.94223209209534e-002°)
1.67880401812254e+002	(3.94385616538516e+000dB,-1.94670939940880e-002°)
1.68267406107045e+002	(3.94385616433874e+000dB,-1.95119702798114e-002°)
1.68655302538872e+002	(3.94385616328749e+000dB,-1.95569500160532e-002°)
1.69044093164324e+002	(3.94385616223139e+000dB,-1.96020334412913e-002°)
1.69433780044731e+002	(3.94385616117042e+000dB,-1.96472207945536e-002°)
1.69824365246172e+002	(3.94385616010455e+000dB,-1.96925123154190e-002°)
1.70215850839493e+002	(3.94385615903376e+000dB,-1.97379082440183e-002°)
1.70608238900310e+002	(3.94385615795802e+000dB,-1.97834088210365e-002°)
1.71001531509027e+002	(3.94385615687733e+000dB,-1.98290142877130e-002°)
1.71395730750840e+002	(3.94385615579163e+000dB,-1.98747248858433e-002°)
1.71790838715757e+002	(3.94385615470094e+000dB,-1.99205408577804e-002°)
1.72186857498599e+002	(3.94385615360521e+000dB,-1.99664624464361e-002°)
1.72583789199018e+002	(3.94385615250441e+000dB,-2.00124898952819e-002°)
1.72981635921508e+002	(3.94385615139854e+000dB,-2.00586234483509e-002°)
1.73380399775412e+002	(3.94385615028756e+000dB,-2.01048633502383e-002°)
1.73780082874935e+002	(3.94385614917146e+000dB,-2.01512098461037e-002°)
1.74180687339159e+002	(3.94385614805021e+000dB,-2.01976631816713e-002°)
1.74582215292048e+002	(3.94385614692377e+000dB,-2.02442236032323e-002°)
1.74984668862463e+002	(3.94385614579214e+000dB,-2.02908913576451e-002°)
1.75388050184174e+002	(3.94385614465528e+000dB,-2.03376666923376e-002°)
1.75792361395867e+002	(3.94385614351319e+000dB,-2.03845498553079e-002°)
1.76197604641161e+002	(3.94385614236581e+000dB,-2.04315410951258e-002°)
1.76603782068614e+002	(3.94385614121314e+000dB,-2.04786406609341e-002°)
1.77010895831740e+002	(3.94385614005515e+000dB,-2.05258488024501e-002°)
1.77418948089014e+002	(3.94385613889182e+000dB,-2.05731657699664e-002°)
1.77827941003890e+002	(3.94385613772311e+000dB,-2.06205918143531e-002°)
1.78237876744807e+002	(3.94385613654901e+000dB,-2.06681271870580e-002°)
1.78648757485203e+002	(3.94385613536949e+000dB,-2.07157721401091e-002°)
1.79060585403527e+002	(3.94385613418452e+000dB,-2.07635269261150e-002°)
1.79473362683250e+002	(3.94385613299410e+000dB,-2.08113917982669e-002°)
1.79887091512876e+002	(3.94385613179816e+000dB,-2.08593670103394e-002°)
1.80301774085954e+002	(3.94385613059671e+000dB,-2.09074528166924e-002°)
1.80717412601090e+002	(3.94385612938972e+000dB,-2.09556494722719e-002°)
1.81134009261958e+002	(3.94385612817715e+000dB,-2.10039572326118e-002°)
1.81551566277311e+002	(3.94385612695900e+000dB,-2.10523763538350e-002°)
1.81970085860996e+002	(3.94385612573521e+000dB,-2.11009070926547e-002°)
1.82389570231961e+002	(3.94385612450578e+000dB,-2.11495497063760e-002°)
1.82810021614272e+002	(3.94385612327067e+000dB,-2.11983044528973e-002°)
1.83231442237119e+002	(3.94385612202987e+000dB,-2.12471715907112e-002°)
1.83653834334832e+002	(3.94385612078333e+000dB,-2.12961513789064e-002°)
1.84077200146893e+002	(3.94385611953103e+000dB,-2.13452440771689e-002°)
1.84501541917945e+002	(3.94385611827296e+000dB,-2.13944499457832e-002°)
1.84926861897805e+002	(3.94385611700909e+000dB,-2.14437692456338e-002°)
1.85353162341478e+002	(3.94385611573937e+000dB,-2.14932022382067e-002°)
1.85780445509167e+002	(3.94385611446380e+000dB,-2.15427491855907e-002°)
1.86208713666284e+002	(3.94385611318235e+000dB,-2.15924103504786e-002°)
1.86637969083464e+002	(3.94385611189497e+000dB,-2.16421859961691e-002°)
1.87068214036577e+002	(3.94385611060165e+000dB,-2.16920763865675e-002°)
1.87499450806739e+002	(3.94385610930236e+000dB,-2.17420817861876e-002°)
1.87931681680324e+002	(3.94385610799708e+000dB,-2.17922024601532e-002°)
1.88364908948977e+002	(3.94385610668577e+000dB,-2.18424386741989e-002°)
1.88799134909627e+002	(3.94385610536841e+000dB,-2.18927906946721e-002°)
1.89234361864495e+002	(3.94385610404496e+000dB,-2.19432587885342e-002°)
1.89670592121112e+002	(3.94385610271542e+000dB,-2.19938432233618e-002°)
1.90107827992327e+002	(3.94385610137973e+000dB,-2.20445442673487e-002°)
1.90546071796322e+002	(3.94385610003788e+000dB,-2.20953621893064e-002°)
1.90985325856621e+002	(3.94385609868983e+000dB,-2.21462972586669e-002°)
1.91425592502106e+002	(3.94385609733556e+000dB,-2.21973497454823e-002°)
1.91866874067026e+002	(3.94385609597505e+000dB,-2.22485199204280e-002°)
1.92309172891013e+002	(3.94385609460824e+000dB,-2.22998080548032e-002°)
1.92752491319091e+002	(3.94385609323513e+000dB,-2.23512144205323e-002°)
1.93196831701689e+002	(3.94385609185569e+000dB,-2.24027392901666e-002°)
1.93642196394658e+002	(3.94385609046987e+000dB,-2.24543829368859e-002°)
1.94088587759275e+002	(3.94385608907766e+000dB,-2.25061456344996e-002°)
1.94536008162263e+002	(3.94385608767903e+000dB,-2.25580276574482e-002°)
1.94984459975802e+002	(3.94385608627393e+000dB,-2.26100292808051e-002°)
1.95433945577536e+002	(3.94385608486235e+000dB,-2.26621507802776e-002°)
1.95884467350596e+002	(3.94385608344426e+000dB,-2.27143924322087e-002°)
1.96336027683602e+002	(3.94385608201962e+000dB,-2.27667545135783e-002°)
1.96788628970681e+002	(3.94385608058840e+000dB,-2.28192373020049e-002°)
1.97242273611482e+002	(3.94385607915058e+000dB,-2.28718410757469e-002°)
1.97696964011183e+002	(3.94385607770612e+000dB,-2.29245661137044e-002°)
1.98152702580507e+002	(3.94385607625500e+000dB,-2.29774126954200e-002°)
1.98609491735734e+002	(3.94385607479718e+000dB,-2.30303811010812e-002°)
1.99067333898716e+002	(3.94385607333262e+000dB,-2.30834716115208e-002°)
1.99526231496885e+002	(3.94385607186131e+000dB,-2.31366845082197e-002°)
1.99986186963271e+002	(3.94385607038321e+000dB,-2.31900200733072e-002°)
2.00447202736513e+002	(3.94385606889828e+000dB,-2.32434785895629e-002°)
2.00909281260870e+002	(3.94385606740650e+000dB,-2.32970603404187e-002°)
2.01372424986236e+002	(3.94385606590784e+000dB,-2.33507656099596e-002°)
2.01836636368153e+002	(3.94385606440226e+000dB,-2.34045946829255e-002°)
2.02301917867824e+002	(3.94385606288972e+000dB,-2.34585478447127e-002°)
2.02768271952125e+002	(3.94385606137021e+000dB,-2.35126253813754e-002°)
2.03235701093619e+002	(3.94385605984368e+000dB,-2.35668275796273e-002°)
2.03704207770569e+002	(3.94385605831010e+000dB,-2.36211547268429e-002°)
2.04173794466950e+002	(3.94385605676944e+000dB,-2.36756071110594e-002°)
2.04644463672464e+002	(3.94385605522168e+000dB,-2.37301850209777e-002°)
2.05116217882553e+002	(3.94385605366678e+000dB,-2.37848887459645e-002°)
2.05589059598411e+002	(3.94385605210469e+000dB,-2.38397185760534e-002°)
2.06062991326997e+002	(3.94385605053539e+000dB,-2.38946748019466e-002°)
2.06538015581050e+002	(3.94385604895885e+000dB,-2.39497577150166e-002°)
2.07014134879101e+002	(3.94385604737504e+000dB,-2.40049676073071e-002°)
2.07491351745488e+002	(3.94385604578390e+000dB,-2.40603047715358e-002°)
2.07969668710366e+002	(3.94385604418543e+000dB,-2.41157695010945e-002°)
2.08449088309726e+002	(3.94385604257958e+000dB,-2.41713620900517e-002°)
2.08929613085401e+002	(3.94385604096633e+000dB,-2.42270828331536e-002°)
2.09411245585086e+002	(3.94385603934561e+000dB,-2.42829320258261e-002°)
2.09893988362349e+002	(3.94385603771742e+000dB,-2.43389099641759e-002°)
2.10377843976644e+002	(3.94385603608172e+000dB,-2.43950169449924e-002°)
2.10862814993325e+002	(3.94385603443846e+000dB,-2.44512532657491e-002°)
2.11348903983661e+002	(3.94385603278763e+000dB,-2.45076192246054e-002°)
2.11836113524847e+002	(3.94385603112917e+000dB,-2.45641151204078e-002°)
2.12324446200018e+002	(3.94385602946305e+000dB,-2.46207412526920e-002°)
2.12813904598268e+002	(3.94385602778924e+000dB,-2.46774979216839e-002°)
2.13304491314654e+002	(3.94385602610771e+000dB,-2.47343854283016e-002°)
2.13796208950220e+002	(3.94385602441841e+000dB,-2.47914040741571e-002°)
2.14289060112002e+002	(3.94385602272133e+000dB,-2.48485541615573e-002°)
2.14783047413050e+002	(3.94385602101640e+000dB,-2.49058359935063e-002°)
2.15278173472434e+002	(3.94385601930362e+000dB,-2.49632498737065e-002°)
2.15774440915263e+002	(3.94385601758291e+000dB,-2.50207961065607e-002°)
2.16271852372698e+002	(3.94385601585427e+000dB,-2.50784749971731e-002°)
2.16770410481966e+002	(3.94385601411765e+000dB,-2.51362868513513e-002°)
2.17270117886371e+002	(3.94385601237302e+000dB,-2.51942319756078e-002°)
2.17770977235312e+002	(3.94385601062033e+000dB,-2.52523106771621e-002°)
2.18272991184296e+002	(3.94385600885954e+000dB,-2.53105232639415e-002°)
2.18776162394951e+002	(3.94385600709064e+000dB,-2.53688700445831e-002°)
2.19280493535041e+002	(3.94385600531357e+000dB,-2.54273513284358e-002°)
2.19785987278479e+002	(3.94385600352830e+000dB,-2.54859674255613e-002°)
2.20292646305342e+002	(3.94385600173477e+000dB,-2.55447186467366e-002°)
2.20800473301886e+002	(3.94385599993298e+000dB,-2.56036053034542e-002°)
2.21309470960560e+002	(3.94385599812287e+000dB,-2.56626277079255e-002°)
2.21819641980018e+002	(3.94385599630441e+000dB,-2.57217861730813e-002°)
2.22330989065136e+002	(3.94385599447755e+000dB,-2.57810810125739e-002°)
2.22843514927026e+002	(3.94385599264226e+000dB,-2.58405125407784e-002°)
2.23357222283049e+002	(3.94385599079849e+000dB,-2.59000810727948e-002°)
2.23872113856830e+002	(3.94385598894623e+000dB,-2.59597869244493e-002°)
2.24388192378273e+002	(3.94385598708540e+000dB,-2.60196304122966e-002°)
2.24905460583574e+002	(3.94385598521599e+000dB,-2.60796118536205e-002°)
2.25423921215239e+002	(3.94385598333795e+000dB,-2.61397315664368e-002°)
2.25943577022094e+002	(3.94385598145124e+000dB,-2.61999898694940e-002°)
2.26464430759302e+002	(3.94385597955582e+000dB,-2.62603870822755e-002°)
2.26986485188378e+002	(3.94385597765165e+000dB,-2.63209235250013e-002°)
